機構狀態,機構名稱,地址縣市別,地址鄉鎮市區,地址街道巷弄號,負責人姓名,負責人性別,電話,是否為健保特約藥局
"開業","世明藥局","臺中市","沙鹿區","中山路五七二之八號","王水金","男","26621195","N"
"開業","德加康藥局","臺中市","沙鹿區","中山路三七四號","洪淑薰","女","26652776","N"
"開業","沙鹿福倫藥局","臺中市","沙鹿區","中山路435號1樓","林瑞英","女","04-26657718","Y"
"開業","康裕藥局","臺中市","沙鹿區","中山路二八０號一樓","何正榮","男","04-26633758","Y"
"開業","日新藥局","臺中市","沙鹿區","日新街117號","詹珮如","女","04-26653665","Y"
"開業","永富藥局","臺中市","沙鹿區","中山路286號","龔建源","男","04-26625339","Y"
"開業","慈愛藥師藥局","臺中市","沙鹿區","大同街36-4號1樓","曾金禎","男","26653570","Y"
"開業","立全藥局","臺中市","沙鹿區","自強路692號1樓","徐紫庭","女","","Y"
"開業","鹿寮藥局","臺中市","沙鹿區","中山路461、461-1號1、2樓","徐以荃","女","04-26630677","Y"
"開業","關心藥局","臺中市","沙鹿區","光大路242號","陳家勝","男","04-26625182","Y"
"開業","進騰藥局","臺中市","沙鹿區","鎮南路2段234號","許惠姍","女","04-26314418","Y"
"開業","仁暉健保處方藥局","臺中市","沙鹿區","向上路7段130號","鍾秉仁","男","04-26365626","Y"
"開業","沙鹿合和健保藥局","臺中市","沙鹿區","正義路2號","王鵬瑜","男","","Y"
"開業","立好藥局","臺中市","沙鹿區","北勢東路693號1樓","孫宗民","男","04-26522389","Y"
"開業","全國藥局","臺中市","沙鹿區","臺灣大道7段992號","張謹雲","女","26627097","Y"
"開業","樂齊藥局","臺中市","沙鹿區","北中路86-1、86-2號","楊依璇","女","04-26338867","Y"
"開業","鎮南藥局","臺中市","沙鹿區","鎮南路2段52號","陳信夫","男","04-26337172","Y"
"開業","富康沙鹿藥局","臺中市","沙鹿區","沙田路142號1樓","林牧諄","男","04-26633399","Y"
"開業","百岳大藥局","臺中市","沙鹿區","鎮南路二段77號1樓","程琮偉","男","04-26359825","Y"
"開業","好利藥局","臺中市","沙鹿區","中山路487-1號1樓","李嘉宏","男","04-26630087","Y"
"開業","大安心藥局","臺中市","沙鹿區","星河路12-1號1樓","楊雅雯","女","04-26620082","Y"
"開業","向陽藥師連鎖藥局","臺中市","龍井區","中央路三段37號1樓","賴怡秀","女","04-26390500","Y"
"開業","大佶安藥局龍井店","臺中市","龍井區","沙田路6段197號1樓","王欽正","男","","Y"
"開業","全安堂藥局","臺中市","龍井區","中央路一段220號","黃韋霖","男","","Y"
"開業","龍井茂昌藥局","臺中市","龍井區","中央路2段57號1樓","王美瑜","女","04-26390286","Y"
"開業","林大藥局","臺中市","龍井區","中央路3段60號","李雅樺","女","04-26397088","Y"
"開業","龍井新庄藥局","臺中市","龍井區","遊園南路179號1樓","陳雅琦","女","04-26313869","Y"
"開業","國際大藥局","臺中市","龍井區","藝術街6號","陳建成","男","26522118","Y"
"開業","我家健康藥局","臺中市","龍井區","新興路40之11號1樓","林靜怡","女","","Y"
"開業","健康生活藥局","臺中市","龍井區","新興路96之25號","許恒梅","女","04-26523949","Y"
"開業","德康藥局","臺中市","龍井區","新興路137號","洪宜貞","女","04-26320137","Y"
"開業","開心果藥局","臺中市","龍井區","新興路112號1樓","胡培瑜","女","04-26315252","Y"
"開業","理想藥局","臺中市","龍井區","國際街121號","曾彥銘","男","04-26521597","Y"
"開業","健安藥局","臺中市","龍井區","國際街153號","陳世傑","男","","Y"
"開業","澤士藤藥局","臺中市","龍井區","新東里新興路53-9號一樓","楊岱儒","男","04-26523014","Y"
"開業","漢鉎藥局","臺中市","龍井區","東海里東海街一三九號","陳國泰","男","26310050","Y"
"開業","永昇藥局","臺中市","龍井區","龍泉里沙田路五段一八七號","紀淑蕙","女","26352259","N"
"開業","沐光藥師連鎖藥局梧棲店","臺中市","梧棲區","文昌路449號1樓","施家驊","男","04-26562262","Y"
"開業","康吉藥局","臺中市","梧棲區","中和街一二六號一樓","劉愃坱","男","04-26584836","N"
"開業","喜福堂本草生技有限公司","臺中市","梧棲區","文昌路486巷11弄14號1樓","黃喜慶","男","",""
"開業","大芳藥局","臺中市","梧棲區","中央路1段907號","陳仲斌","男","04-26561755","Y"
"開業","梧棲玖裕藥局","臺中市","梧棲區","中和街85號","楊啟宏","男","","Y"
"開業","瑞恩藥局","臺中市","梧棲區","港埠路1段827巷6號","周懋桐","男","04-26576171","Y"
"開業","927萬銓藥師藥局","臺中市","梧棲區","文華街28巷154號1樓","廖家慧","女","04-26571927","Y"
"開業","佑全梧棲文化藥局","臺中市","梧棲區","文化路二段150號1樓","陳睿彪","男","04-26566433","Y"
"開業","清水藥局","臺中市","清水區","文昌街29號1樓","黃國周","男","04-26221425、26221425","Y"
"開業","親民大藥局","臺中市","清水區","鎮北街六一號","陳銘諭","男","26226012","Y"
"開業","昇豐藥局","臺中市","清水區","高美路五三八之四號","楊健豊","男","26262003","N"
"開業","老振安藥局","臺中市","清水區","鎮北街六六號","王吉田","男","26222268","N"
"開業","健裕藥局","臺中市","清水區","新興路二一二號","張政信","男","26222086","N"
"開業","持田健保藥局","臺中市","清水區","鰲峰路24號","楊曙誠","男","","Y"
"開業","佑全清水中山三藥局","臺中市","清水區","中山路24、26、28號1樓","張舜崴","男","04-26224469","Y"
"開業","千順藥局","臺中市","清水區","光復街110-2號1樓","蘇靜琪","女","04-26220580","Y"
"開業","清雲藥局","臺中市","清水區","南社路355之1號1樓","宋孟翰","男","","Y"
"開業","碧綠谷藥局","臺中市","清水區","中華路525號","王志偉","男","04-26281151","Y"
"開業","崇文藥師藥局","臺中市","清水區","和平路428之15號","蔡崇文","男","","Y"
"開業","全佑藥局","臺中市","清水區","新興路260號1樓","陳閔菁","女","04-26220579","Y"
"開業","得康藥局","臺中市","清水區","高美路117號","徐明義","男","04-26260622","Y"
"開業","民和藥局","臺中市","大甲區","德興路68號","莊琇婷","女","04-26871212","Y"
"開業","佑康藥局","臺中市","大甲區","鎮瀾街192號","洪秀屏","女","04-26873782","N"
"開業","上慧藥局","臺中市","大甲區","順天路342號","林秀玲","女","26873501","Y"
"開業","協德藥局","臺中市","大甲區","光明路一三０號","劉桂娥","女","26872098","Y"
"開業","康好藥局","臺中市","大甲區","三民路132-2號","陳武德","男","04-26802149","Y"
"開業","大甲健康藥局","臺中市","大甲區","蔣公路242-1號1樓","王亭今","女","04-26805833","Y"
"開業","康達藥局","臺中市","大甲區","蔣公路266號1樓","劉春蔚","男","04-26862088","Y"
"開業","甲尚藥局","臺中市","大甲區","順天路129號1樓","謝効坪","男","04-26760885、04-26760885","Y"
"開業","百禾藥局","臺中市","大甲區","仁愛街58號","王鴻儒","男","04-26872538","Y"
"開業","廣元藥局","臺中市","大甲區","順天路146號1樓","張素貞","女","04-26872843","Y"
"開業","大甲啄木鳥藥局","臺中市","大甲區","中山路1段905號","林上元","男","04-26804502","Y"
"開業","盈盈藥局","臺中市","大甲區","文武路18號","游朝宇","男","04-26804212","Y"
"開業","大甲福倫藥局","臺中市","大甲區","蔣公路202號","李敏施","女","04-26765518","Y"
"開業","慶安藥局","臺中市","大甲區","文武路178之3號","吳佳宜","女","04-26802933","Y"
"開業","志明藥局","臺中市","大甲區","民生路21號","李姿瑩","女","04-26876221","Y"
"開業","大甲合和藥局","臺中市","大甲區","甲后路5段269號1樓","黃玉婷","女","04-26802310、04-26802310","Y"
"開業","世芳中西藥局","臺中市","大甲區","光明路128之3號1樓","楊博為","男","04-26861906","Y"
"開業","天下生物科技股份有限公司","臺中市","大甲區","工九路9號","柯驊聲","男","04-26815757","N"
"開業","瑜芳藥局","臺中市","大甲區","三民路七六號","林葆","男","26875403","N"
"開業","祐民健保藥局","臺中市","外埔區","甲后路三段1030號1樓","蔡忠和","男","04-26836736","Y"
"開業","政修藥局","臺中市","外埔區","中山路290號","白凱傑","男","04-26831881","Y"
"開業","博翔欣大藥局","臺中市","外埔區","重光路33-19號","游博鈞","男","04-26833312","Y"
"開業","音聲藥局","臺中市","大安區","中松路18號1樓","郭立成","男","04-26715318","Y"
"開業","華陽環球實業有限公司","臺南市","中西區","光賢里武聖路69巷40弄28號1樓","林超群","男","06-2581918","N"
"開業","全心藥局","臺南市","中西區","青年里民權路一段253號1樓","王亮月","女","06-2217536","Y"
"開業","吉安藥局","臺南市","中西區","成功路２８９號","杜建勳","男","062227394","Y"
"開業","金德藥局","臺南市","中西區","府前路１段３３號","吳淑英","女","2149082","Y"
"開業","春天藥局","臺南市","中西區","民族路２段２７４號","李盈德","男","062221562","Y"
"開業","協順藥局","臺南市","中西區","大同路１段１３０號","莊明翰","男","2136928","N"
"開業","協和藥局","臺南市","中西區","青年路１９５號","王坤城","男","0062263061","N"
"開業","泰元藥局","臺南市","中西區","民權路１段87號","蔡美秀","女","06-2205745","Y"
"開業","高明藥師保健藥局","臺南市","中西區","西門路１段４４８號","高啟彰","男","2143382","Y"
"開業","吉仁大藥局","臺南市","中西區","民權路２段８６號","鄭朝仁","男","062263777","Y"
"開業","快安藥局","臺南市","中西區","永福路２段８４號之１５","楊雅婷","女","062254543","Y"
"開業","王子藥局","臺南市","中西區","忠義路２段２０３號","陳盈瑛","女","062226330","N"
"開業","泰毅藥局","臺南市","中西區","友愛街４６之１號","蕭弘毅","男","062257181","Y"
"開業","大全藥局","臺南市","中西區","府連路39號","陳妙馨","女","06-2145007","Y"
"開業","丞功藥局","臺南市","中西區","成功路３１號","李季蓉","女","2287641","Y"
"開業","府前藥師藥局","臺南市","中西區","府前路１段２７０號","林桂貞","女","2284411","Y"
"開業","五代全民藥局","臺南市","中西區","民族路２段76-9號","黃龍鎮","男","06-2264800","Y"
"開業","常新藥局","臺南市","中西區","健康路一段370號","許力文","男","06-2130912","Y"
"開業","羽田藥局","臺南市","中西區","府前路一段214號","謝曉佩","女","2214066","Y"
"開業","東北藥局","臺南市","中西區","福安里西門路二段14號1樓","尤芝萍","女","06-2226753","Y"
"開業","田邊藥局","臺南市","中西區","中正路236號","蘇峻德","男","06-2200106","Y"
"開業","賜安大藥局","臺南市","中西區","光賢里武聖路9號","張賜琦","男","06-3589600","Y"
"開業","楊藥局","臺南市","中西區","西和路33號1樓","楊勝雄","男","06-2806353","Y"
"開業","人人藥局","臺南市","中西區","和緯路5段197號1樓","羅窈安","女","06-3583668","Y"
"開業","和安堂中西藥局","臺南市","中西區","小西門里府前路一段359巷54號1樓","謝淑芬","女","06-2149107",""
"開業","永華台安藥局","臺南市","中西區","永華路一段184、184-1號1、2、3樓","林妤芳","女","06-2225531","Y"
"開業","瑞城藥局","臺南市","中西區","赤嵌里忠義路二段176號1樓","蔡宏昇","男","06-2215810","Y"
"開業","南光藥局","臺南市","中西區","永福路2段73號1、2樓","郭宗叡","男","06-2226539","Y"
"開業","自在藥局","臺南市","中西區","民生路2段６３號","陳建國","男","062235520","Y"
"開業","三芳藥局","臺南市","中西區","大勇街５號","莊炯鐘","男","062203084","Y"
"開業","雅里藥局","臺南市","中西區","民族路３段285號","劉美如","女","062200881","Y"
"開業","長泰藥局","臺南市","中西區","武聖路６９巷３５號","蕭一芳","男","062598743","N"
"開業","永祥藥局","臺南市","中西區","民權路３段２０４號","許添倉","男","062212163","Y"
"開業","星宗藥局","臺南市","中西區","大勇街３７號","何星宗","男","06-2223453","Y"
"開業","銘豐藥局","臺南市","中西區","西賢一街45號1樓","王有忠","男","06-2592517、062596991","Y"
"開業","百健藥局","臺南市","中西區","成功路３０３號","林碧霞","女","062277887","N"
"開業","昶欣藥局","臺南市","中西區","西賢１街１１０號","翁昭昶","男","062505830","N"
"開業","和生堂藥局","臺南市","中西區","大勇街一號之一","蔡佳璋","男","06-2227843","N"
"開業","康乃爾藥局","臺南市","中西區","成功路321號","李瑞珠","女","2267917","Y"
"開業","西門藥局","臺南市","中西區","西門路２段209號","蔡青浣","女","06-2211222","Y"
"開業","日日康藥局","臺南市","中西區","武聖路137號","郭昱玲","女","2595259","Y"
"開業","慶大藥局","臺南市","中西區","民權路二段182號","李慶鎬","男","2251188","Y"
"開業","福氣藥局","臺南市","中西區","民族路三段179號1樓","李丹芸","女","06-2221590","Y"
"開業","麗欣健保藥局","臺南市","中西區","永華路一段194號1樓","王麗華","女","06-2209393","Y"
"開業","千代藥局","臺南市","中西區","民生路一段60號1樓","陳盈舟","男","062256895","Y"
"開業","崇善藥局","臺南市","東區","崇善路392號1樓","陳羽軒","女","","Y"
"開業","東門台安藥局","臺南市","東區","中華東路三段2號1樓","蘇美雅","女","06-2904377","Y"
"開業","台南鼎澄藥局","臺南市","東區","崇明路二十街13號1樓","謝宜倫","女","2908855、06-2609950","Y"
"開業","恆大藥局","臺南市","東區","崇明路590號1樓","雷耀佳","男","06-2905586","Y"
"開業","悅橙藥局","臺南市","東區","崇明路459號1樓","陳泯瑄","女","06-2605168","N"
"開業","令和藥局","臺南市","東區","崇善路269號1樓","馮雅玲","女","","Y"
"開業","榮記藥健康藥局","臺南市","東區","成大里育樂街156-4號底層","周樺蓁","女","06-2760588","Y"
"開業","倍加藥局","臺南市","東區","東門路一段255號1樓","林勇豪","男","06-2364173","Y"
"開業","安麗兒藥局仁和店","臺南市","東區","仁和路105-1號1樓","莊鴻斌","男","06-2908000","Y"
"開業","大樹自由藥局","臺南市","東區","自由路三段382號1樓","郭子榮","男","06-2890800","Y"
"開業","大樹大同藥局","臺南市","東區","大同路二段227、229號1樓","楊智名","男","06-2158700","Y"
"開業","晏佑藥局","臺南市","東區","崇善路438之1號1樓","陳奕婷","女","06-3358668","Y"
"開業","德善藥局","臺南市","東區","崇善路476號1樓右邊","李秀美","女","06-2906359","Y"
"開業","信霖藥局","臺南市","東區","崇明路123號1樓","陳慧珊","女","06-3364699","Y"
"開業","裕農藥局","臺南市","東區","裕農路302號1樓","楊玉汝","女","","Y"
"開業","大樹東寧藥局","臺南市","東區","東寧路436號1樓","蔡宗賢","男","06-2360006","Y"
"開業","靈安藥局","臺南市","東區","大福里榮譽街32-2號1樓","邱文苓","女","06-2143727","Y"
"開業","中華崇德藥局","臺南市","東區","中華東路三段181、183號1樓","吳智媛","女","06-2880800","Y"
"開業","樂群藥局","臺南市","東區","裕聖里裕義路330號1樓","謝宜紋","女","06-3316218","Y"
"開業","大樹崇道藥局","臺南市","東區","崇道路63號1樓","蘇晨維","男","06-2680456","Y"
"開業","城藥局","臺南市","東區","東光路二段128號","城淵本","男","06-2368825",""
"開業","東門啄木鳥藥局","臺南市","東區","東門路三段241號1樓","陳宗岡","男","06-2884569","Y"
"開業","崇明台安藥局","臺南市","東區","崇明路304號1樓","李淑蓮","女","06-2900350","Y"
"開業","甘心藥局","臺南市","東區","德光里崇學路139-2號1樓","李玟慧","女","06-2692555","Y"
"開業","安納藥局","臺南市","東區","裕文路235號1樓","王唯任","男","","Y"
"開業","萬錠藥局","臺南市","東區","崇成里崇德路619號1樓","秦韡綦","男","06-2679299","Y"
"開業","英菩藥局","臺南市","東區","關聖里富農街二段108巷10號1樓","黃義貿","男","06-2606723","Y"
"開業","盈仁藥局","臺南市","東區","中華東路三段380巷55弄27號","劉國輝","男","2900372",""
"開業","鶴龍健保藥局","臺南市","東區","林森路一段190號1樓","黃慧良","男","2608225","Y"
"開業","台和群康藥局","臺南市","東區","崇善路470號1樓","黃成德","男","06-2891360","Y"
"開業","卜亨藥品有限公司","臺南市","東區","龍山里德光街15巷2號1樓","胡美惠","女","06-2894266、062222938","N"
"開業","安科生物科技有限公司","臺南市","東區","崇明７街五十五號一樓","田繼宏","男","06-3355128","N"
"開業","台安藥局","臺南市","東區","大同路1段163號","蔡年舜","男","06-2721557","Y"
"開業","王瑞敏藥師藥局","臺南市","東區","崇德路739號","蔡慧樺","女","06-2896888","Y"
"開業","菁安藥局","臺南市","東區","中華東路２段４９號","鄭雲英","女","06-2084861","Y"
"開業","林英文藥局","臺南市","東區","裕農路八六六之二號","林燕吟","女","06-3311252","Y"
"開業","家庭藥局","臺南市","東區","生產路３６９之３號","王麗惠","女","2607298","Y"
"開業","崇仁藥局","臺南市","東區","崇學路２３１號","莊宜敏","女","2894115","Y"
"開業","慈惠藥局","臺南市","東區","前鋒路２７號","黃尹虹","女","2760746","Y"
"開業","早安藥師藥局","臺南市","東區","裕學路112號","徐綺灼","女","3351295","Y"
"開業","連春藥局","臺南市","東區","莊敬路15 號","連瑞雲","女","06-2083685","Y"
"開業","盈如藥局","臺南市","東區","中華東路３段68號1樓","陳盈如","女","06-2895839","Y"
"開業","羽杏藥局","臺南市","東區","崇學路259號","謝炎生","男","06-2893330","Y"
"開業","美立康藥局","臺南市","東區","裕文路72號1樓","王鴻稽","男","06-3316363","Y"
"開業","麗生藥師藥局","臺南市","東區","崇德路565號","林芳鈺","女","06-3360820","Y"
"開業","太和藥師藥局","臺南市","東區","仁和路51-1號","傅嘉悅","女","2906063","Y"
"開業","幸運藥局","臺南市","東區","東門路二段207號1樓","陳秀珠","女","2371675","Y"
"開業","和德藥局","臺南市","東區","崇德路497號","楊翠楣","女","2882789","Y"
"開業","恩泉藥局","臺南市","東區","崇明路207號1樓","蔡喬伊","女","","Y"
"開業","群安健保藥局","臺南市","東區","復興里自由路三段151、153號1樓","黃芳怡","女","06-2690652","Y"
"開業","高福藥局","臺南市","東區","大智里德東街168號","李其霖","男","06-2904668","Y"
"開業","巴克禮中西藥局","臺南市","東區","中華東路三段377巷8號1樓","張斐淨","女","06-3361100","Y"
"開業","大漢中西藥局","臺南市","東區","崇德里崇明路465號","黃舟漢","男","06-2908939","Y"
"開業","一品健康藥局","臺南市","東區","崇學里崇學路50-1號1樓","高華霙","女","06-5983328","Y"
"開業","佑全中華藥局","臺南市","東區","中華東路三段215號","丘學承","男","06-2906386","Y"
"開業","美生藥局","臺南市","東區","德高里自由路一段161號1樓","朱美燕","女","06-2670035","Y"
"開業","和信藥局","臺南市","東區","裕農路27-1號1樓","林文彬","男","06-2348291","N"
"開業","榮恩藥局","臺南市","東區","中華東路二段337號","李秀勳","女","06-3350166","Y"
"開業","舒惠藥局","臺南市","東區","青年路432-6號1樓","蕭淑華","女","06-2087052","Y"
"開業","佑丞藥局","臺南市","東區","中華東路二段129號","陳昭佑","男","06-2902709","Y"
"開業","杏一台南崇德藥局","臺南市","東區","崇德路674號","林勝得","男","06-2671939","Y"
"開業","統一藥局","臺南市","東區","東門路１段291號","陳も代","女","062376638","Y"
"開業","裕笙藥局","臺南市","東區","東門路１段２０３號","林哲章","男","062375323","N"
"開業","佳禾藥局","臺南市","東區","東寧路２１３號","王碧真","女","06-2380972","Y"
"開業","周藥師藥局","臺南市","東區","崇善路６５４號","周玲娟","女","062678421","Y"
"開業","懷仁藥局","臺南市","東區","崇德路３４２號","許進興","男","062694895","Y"
"開業","大茂元藥局","臺南市","東區","生產路３３５號之２","蘇圻瑞","男","2601937","N"
"開業","文成藥局","臺南市","東區","東寧路４３之１號","吳文成","男","062340860","Y"
"開業","王藥局","臺南市","東區","小東路１９０之１號","王木森","男","062378697","Y"
"開業","大家藥局","臺南市","東區","大同路2段175號","薛惠英","女","062153777","Y"
"開業","簡藥局","臺南市","東區","東榮街１之２號","簡健增","男","062368796","N"
"開業","宏昌藥局","臺南市","東區","大同路1段２７１號","許雅玲","女","2142459","Y"
"開業","賴藥局","臺南市","東區","裕農路６２１巷２６之２號","賴正鎰","男","062363738","Y"
"開業","三祐堂藥局","臺南市","東區","東門路２段３６６號","洪火森","男","062673654","Y"
"開業","乙田藥局","臺南市","東區","怡東路３０號","陳錦茂","男","062359303","Y"
"開業","宏荏藥局","臺南市","東區","崇明１１街５２巷２號","蔡東宏","男","062684725","Y"
"開業","安康藥局","臺南市","東區","大同路2段５９號","馬剛","男","2156365","N"
"開業","信峰藥局","臺南市","東區","仁和路１０４之４號","李肇嘉","男","062674560","N"
"開業","安生藥局","臺南市","東區","裕農路１５１號","黃銘祥","男","0062361976","N"
"開業","益丞藥局","臺南市","東區","裕農路348號","鄭榮和","男","0062359865","Y"
"開業","炫德藥局","臺南市","東區","生產路３３９號","黃昌炫","男","0062688191","N"
"開業","良泰藥局","臺南市","東區","仁和路１１７號之１","蔡豐隆","男","062676256","Y"
"開業","建龍藥局","臺南市","東區","中華東路２段２５７號","黃宗龍","男","062676805","Y"
"開業","億安大藥局","臺南市","東區","大同路2段２６５號","莊麗珠","女","062671881","Y"
"開業","華興藥局","臺南市","東區","崇善路５６２號","何賢茂","男","062683757","Y"
"開業","宏成藥局","臺南市","東區","裕農路１１６號","孫崇嵐","男","062359339","Y"
"開業","明遠藥師藥局","臺南市","東區","德東街63號","胡明遠","男","062908360","N"
"開業","崇安藥師藥局","臺南市","東區","崇學路287號","黃建瑋","男","06-3350717","Y"
"開業","光明宜康保健藥局","臺南市","東區","光明街３６之２號一樓","林璟寬","男","06-2376448","Y"
"開業","小太陽藥局","臺南市","東區","東平路13號","黃泰卿","女","06-2099858","Y"
"開業","現代大藥局","臺南市","東區","仁和路110之2號一樓","杜銘祥","男","06-3357051","N"
"開業","中華台安藥局","臺南市","東區","中華東路一段4號、6號1樓","劉瓊月","女","06-2818061、06-2092622","Y"
"開業","禾田聯合藥局","臺南市","東區","崇明路191號1樓","王鏸妡","女","06-2892393","Y"
"開業","晉大藥局","臺南市","東區","東平路134號1樓","黃大晉","男","06-2092580","Y"
"開業","全民藥局","臺南市","南區","喜樹路７３之１８號","溫宜民","男","06-2625814、062626814","Y"
"開業","聖安健保藥局","臺南市","南區","健康路二段173號1樓","黃聖哲","男","2916898","Y"
"開業","鹽埕藥局","臺南市","南區","鹽埕路68號","蔡麗英","女","062651961","Y"
"開業","興泰藥局","臺南市","南區","金華路１段１６５號","蔡全鑫","男","062653638","Y"
"開業","信一藥局","臺南市","南區","中華南路２段３０３號","蘇再發","男","0062640770","N"
"開業","成安藥局","臺南市","南區","三和街２０號","陳崇德","男","0062654774","N"
"開業","杏元藥局","臺南市","南區","喜樹路２５６號","蘇金潮","男","0062622473","N"
"開業","灣里藥局","臺南市","南區","灣裡路２６１號","徐碧秀","女","0062625620","N"
"開業","欣昌藥局","臺南市","南區","興南街１１５號","林隆昌","男","0062623217","Y"
"開業","日大中西藥局","臺南市","南區","永興１街３２號","呂文凱","男","062612817","Y"
"開業","市安藥師藥局","臺南市","南區","國民路１４２號","吳志強","男","062882627","Y"
"開業","佑佑藥局","臺南市","南區","健康路２段349號二樓","林德賢","男","","Y"
"開業","大愛藥局","臺南市","南區","大同路２段182號1樓","陳慧怡","女","06-2137587","Y"
"開業","仁仁興業股份有限公司","臺南市","南區","鹽埕路６7號","蔡有仁","男","06-2644479","N"
"開業","蒼達藥品有限公司","臺南市","南區","喜東里喜樹路67號1樓","黃友正","男","062654638","N"
"開業","旌宇藥業股份有限公司","臺南市","南區","喜東里喜樹路67號1樓","黃友正","男","06-2961958","N"
"開業","旦大藥品有限公司","臺南市","南區","明興路一三九五巷一七號","許伯樑","男","062620846","N"
"開業","總雁藥局","臺南市","南區","鯤身路９４號","林榮貴","男","06-2960457、2627554","N"
"開業","豐陽藥局","臺南市","南區","文南路１１５號","羅宏木","男","062610628","Y"
"開業","裕仁藥局","臺南市","南區","新興里新興路194號1樓","邱昇","男","062614263","Y"
"開業","裕祥藥局","臺南市","南區","金華路１段２２８號","陳素美","女","062635796","Y"
"開業","吉祥藥局","臺南市","南區","文南路１１７號","蔡啟隆","男","06-2632853、062612253","Y"
"開業","為仁藥師藥局","臺南市","南區","大同路２段106號","鄭為人","男","06-2139376","Y"
"開業","國山健保特約藥局","臺南市","南區","大同路２段478號","顏良憲","男","06-2159570","Y"
"開業","樺昇藥局","臺南市","南區","明興路1367號","楊宗斌","男","06-2625571","Y"
"開業","海山藥局","臺南市","南區","新興路400號","翁佳曲","女","2617788","Y"
"開業","進祥藥局","臺南市","南區","文南里健康路2段342-1號1樓","陳彣樑","男","06-2630571","Y"
"開業","亮潔藥師藥局","臺南市","南區","廣州里金華路２段３４４號","周毓雲","女","06-2217306","Y"
"開業","勝一藥局","臺南市","南區","省躬里灣裡路90號1樓","蔡蕙曲","女","06-2626168","Y"
"開業","安鑫藥局","臺南市","南區","大成里健康路一段415號1樓","連三勝","男","06-2645955","Y"
"開業","為美藥局","臺南市","南區","大同路二段558-1號","陳正德","男","06-2679315","Y"
"開業","合樂藥局","臺南市","南區","灣裡路309號","紀信合","男","06-2625016","Y"
"開業","宏祐健保藥局","臺南市","南區","新孝路59號","陳婉祺","女","06-2632580","Y"
"開業","太子藥局大同店","臺南市","南區","大同路二段348號1樓","許庭瑋","男","","Y"
"開業","大樹佳華藥局","臺南市","南區","金華路二段129號1樓","陳佳儒","女","06-2641238","Y"
"開業","思元藥局","臺南市","南區","金華路一段486號1樓","蔡淑珍","女","06-2632377","Y"
"開業","千薏台安藥局","臺南市","南區","金華路二段2號1樓","林君懇","男","06-2638265","Y"
"開業","乙鑫藥局","臺南市","南區","再興里健康路二段169號1樓","沈怡萩","女","06-2636399","Y"
"開業","康而富藥局","臺南市","南區","鹽埕里金華路一段375號1樓","王喬卉","女","06-2639373","Y"
"開業","明興啄木鳥藥局","臺南市","南區","明興路51號1樓","陳寶琳","女","06-2620793","Y"
"開業","繁華藥局","臺南市","南區","再興里金華路二段96號1樓","薛宗岳","男","06-2656368","Y"
"開業","灣裡安安藥局","臺南市","南區","明興路1211-2號1樓","陳予珊","女","06-2623550",""
"開業","安心藥局","臺南市","南區","喜樹路１５1巷３３號","蔡榮崇","男","062622570","Y"
"開業","佳隆藥品有限公司","臺南市","北區","東豐路437、439號","陳文麟","男","06-2742750","N"
"開業","賀康藥局","臺南市","北區","公園路７０１號","趙森霖","男","06-2819515、062870433","Y"
"開業","玖大藥局","臺南市","北區","勝利路３８３號","蔡佰宏","男","062752048","Y"
"開業","佳家藥局","臺南市","北區","忠義路３段２２號","余秋環","女","06-2252165","Y"
"開業","一方藥局","臺南市","北區","開元路485巷41弄28號一樓","張秀女","女","2742419","Y"
"開業","心心藥局","臺南市","北區","成功路72號","洪如娥","女","062221166","Y"
"開業","慈恩藥師藥局","臺南市","北區","北園街１５號","黃淑菱","女","062005658","Y"
"開業","芳鄰藥局","臺南市","北區","公園北路一五二號","趙俊斌","男","06-2811101","Y"
"開業","一加恩聯合藥局","臺南市","北區","開元路四二二號","劉曉慧","女","062081172","Y"
"開業","康友藥師藥局","臺南市","北區","和緯路二段243號","尤菁琳","女","2520666","Y"
"開業","佳一藥局","臺南市","北區","北門路２段519號1樓","劉宛萍","女","06-2511947","Y"
"開業","新向生藥局","臺南市","北區","北門路２段547巷8號","吳雅惠","女","06-2525267","N"
"開業","欣平藥局","臺南市","北區","勝利路425號","呂淑娟","女","062354293","Y"
"開業","王大藥局","臺南市","北區","開元路156號","王富民","男","06-2086169","Y"
"開業","大道藥局","臺南市","北區","北門路二段590號","蘇恆璋","男","06-2513000","Y"
"開業","佳愛藥局","臺南市","北區","西門路四段341巷2號","陳皇宇","男","06-2516697","Y"
"開業","百氏康藥局","臺南市","北區","北安路一段120號","陳武義","男","2514199","Y"
"開業","公園店菁安藥局","臺南市","北區","公園路611號","魏祺峯","男","2834488","Y"
"開業","良佑堂藥局","臺南市","北區","文賢路299號","呂振國","男","06-2586223","Y"
"開業","海安藥師藥局","臺南市","北區","北成路418號1樓","謝君宜","女","2814600","Y"
"開業","嘉星藥師大藥局","臺南市","北區","開元路339號1樓","洪嘉星","男","2093737","Y"
"開業","長榮健保藥局","臺南市","北區","長榮路四段139號1樓","李惠香","女","2202370","Y"
"開業","小北藥局","臺南市","北區","西門路４段１３８號","余夙芬","女","062821189","N"
"開業","信心藥局","臺南市","北區","公園路５４６號","方俊傑","男","06-2822209","Y"
"開業","興龍藥局","臺南市","北區","長榮路５段１１０號","陳寶慧","女","062367992","N"
