,機構名稱,權屬別,型態別,地址,修正地址,lon,lat
408,太陽中醫診所,私立中醫診所,中醫一般診所,臺中市大甲區新政路256號1、2、3樓,False,120.6189869,24.3512445
409,永吉中醫診所,私立中醫診所,中醫一般診所,臺中市大甲區中華街86號,False,120.62116010000001,24.345520099999998
410,仁恩堂中醫診所,私立中醫診所,中醫一般診所,臺中市大甲區蔣公路四十六號,True,120.6253188,24.345005
411,王振生中醫診所,私立中醫診所,中醫一般診所,臺中市清水區鎮北街30－1號,False,120.5740657,24.271795899999997
412,老春中醫診所,私立中醫診所,中醫一般診所,臺中市清水區中山路343號,False,120.5763251,24.271944500000004
413,太安堂中醫診所,私立中醫診所,中醫一般診所,臺中市清水區中山路151號,False,120.57387159999998,24.2655908
414,宗德中醫診所,私立中醫診所,中醫一般診所,臺中市清水區光華路77號,False,120.572509,24.264684999999997
415,仁安堂中醫診所,私立中醫診所,中醫一般診所,臺中市清水區中山路77、77-1號1樓,False,120.572321,24.262161999999996
416,倉葦中醫診所,私立中醫診所,中醫診所,臺中市清水區中山路127－1號1、2樓,False,120.57468369999998,24.267865899999997
417,一品堂中醫診所,私立中醫診所,中醫一般診所,臺中市沙鹿區四平街66號,False,120.56047299999999,24.234543
418,家康中醫診所,私立中醫診所,中醫一般診所,新北市永和區中正路358號1樓,False,121.5178346,25.00071
419,祺元堂中醫診所,私立中醫診所,中醫一般診所,新北市永和區竹林路71-1號1樓,False,121.51898390000001,25.013304599999998
420,明仁中醫診所,私立中醫診所,中醫診所,新北市永和區永貞路350號1樓,False,121.5108964,25.0059056
421,永和易元堂中醫診所,私立中醫診所,中醫診所,新北市永和區中正路62號1、2樓,False,121.5134547,24.994720299999997
422,祥寧中醫診所,私立中醫診所,中醫診所,新北市永和區中興街104號1-2樓及106號1-2樓,False,121.51912910000001,25.0122637
423,泉安堂中醫診所,私立中醫診所,中醫診所,新北市永和區竹林路4號1樓及地下1層,False,121.51626630000001,25.014834399999998
424,華星中醫診所,私立中醫診所,中醫一般診所,新北市中和區興南路一段151號,False,121.5087889,24.987052
425,朝春中醫診所,私立中醫診所,中醫一般診所,新北市中和區景新街385－2號2Ｆ,False,121.5124901,24.990220200000003
426,三元中醫診所,私立中醫診所,中醫一般診所,新北市中和區中興街二0二巷十六之一號一樓,True,121.50428429999998,24.997591850000003
427,福星中醫診所,私立中醫診所,中醫一般診所,新北市中和區連城路316號,False,121.48347000000001,24.996187199999998
428,陳南中醫診所,私立中醫診所,中醫一般診所,新北市中和區民享街58－1號,False,121.47394449999999,25.002322999999997
429,進安中醫診所,私立中醫診所,中醫一般診所,新北市中和區保平路356號、358號1樓,False,121.5064706,25.0039114
430,寶島中醫診所,私立中醫診所,中醫一般診所,新北市中和區景平路742號1樓,False,121.49667380000001,25.0042502
431,元隆堂中醫診所,私立中醫診所,中醫一般診所,新北市中和區宜安路一九號,True,121.51296090000001,24.9957069
432,六福中醫診所,私立中醫診所,中醫一般診所,新北市三重區集成路10號,False,121.4880458,25.0516224
433,林源泉中醫診所,私立中醫診所,中醫一般診所,新北市三重區碧華街59號,False,121.4846072,25.081370000000003
434,泰華內科針炙科中醫診所,私立中醫診所,中醫專科診所,新北市永和區保平路121號,False,121.51075490000001,25.0063747
435,香港全壽堂中醫診所,私立中醫診所,中醫一般診所,臺中市南區復興路一段310號,False,120.6557375,24.1152826
436,劉俊昌中醫診所,私立中醫診所,中醫一般診所,臺中市南區復興路三段26號,False,120.667508,24.1277129
437,德和中醫診所,私立中醫診所,中醫一般診所,臺中市南區濟世街六四號一樓,True,120.67785599999999,24.1311999
438,居仁堂內科傷科中醫診所,私立中醫診所,中醫專科診所,臺中市南區復興路二段133－3號,False,120.66770439999999,24.12716255
439,大慶中醫診所,私立中醫診所,中醫一般診所,臺中市南區高工路一二五號,True,120.6589537,24.1133263
440,明吉中醫診所,私立中醫診所,中醫一般診所,臺中市南區濟世街27號,False,120.67785509999999,24.1320508
441,楊永銓中醫診所,私立中醫診所,中醫一般診所,臺中市南區復興路三段148之1號,False,120.67373959999999,24.1303484
442,保健堂中醫診所,私立中醫診所,中醫一般診所,臺中市南區工學路52號1Ｆ,False,120.66593699999999,24.1170613
443,惟真中醫診所,私立中醫診所,中醫一般診所,臺中市南區復新街86號1樓,False,120.6765249,24.1249967
444,常春中醫診所,私立中醫診所,中醫一般診所,臺中市南區國光路六十號一樓,True,120.67676499999997,24.1312142
445,順天堂中醫診所,私立中醫診所,中醫一般診所,臺中市南區文心南十路210號1樓,False,120.6570211,24.1171479
446,行願中醫診所,私立中醫診所,中醫一般診所,臺中市東區力行路50號1樓,False,120.69587439999998,24.1511176
447,開祥中醫診所,私立中醫診所,中醫一般診所,臺中市東區進化路255號1樓,False,120.69420260000001,24.1522585
448,林茂樟中醫診所,私立中醫診所,中醫一般診所,臺中市東區建成路778號1樓,False,120.6866222,24.1303779
449,弘生堂中醫診所,私立中醫診所,中醫一般診所,臺中市東區忠孝路476號1、2樓,False,120.6909685,24.133200700000003
450,大群中醫診所,私立中醫診所,中醫一般診所,臺中市東區東信里樂業路298號1樓,False,120.7025233,24.1387262
451,裕芳中醫診所,私立中醫診所,中醫診所,臺中市東區大公街102-7號1.2樓,False,120.68701700000001,24.1309605
452,泰安中醫診所,私立中醫診所,中醫一般診所,臺中市西區林森路二五三號,True,120.6675327,24.1402176
453,順泰中醫診所,私立中醫診所,中醫一般診所,臺中市西區華美街215號,False,120.658739,24.147535299999998
454,吉生中醫診所,私立中醫診所,中醫一般診所,臺中市西區南屯路一段76號,False,120.6641348,24.1323069
455,生春中醫診所,私立中醫診所,中醫專科診所,臺中市豐原區中興路108號1樓、110號1樓,False,120.71579500000001,24.248361899999995
456,德成中醫診所,私立中醫診所,中醫一般診所,臺中市豐原區成功路463號,False,120.70574900000001,24.2516863
457,美雅中醫診所,私立中醫診所,中醫一般診所,臺中市豐原區中興路今日市場17號,False,120.71285959999999,24.246491900000002
458,貴仁堂中醫診所,私立中醫診所,中醫一般診所,臺中市豐原區豐勢路一段224號,False,120.72625299999999,24.255383299999995
459,犁安中醫診所,私立中醫診所,中醫一般診所,臺中市豐原區圓環西路159號,False,120.70989300000001,24.254747
460,豐原堂中醫診所,私立中醫診所,中醫一般診所,臺中市豐原區忠孝街103號,False,120.7159648,24.254041499999996
461,立華內科中醫診所,私立中醫診所,中醫專科診所,臺中市豐原區中正路332號,False,120.7134322,24.251171900000003
462,全生眼科中醫診所,私立中醫診所,中醫專科診所,臺中市豐原區源豐路117號,False,120.7167853,24.253539699999997
463,順安中醫診所,私立中醫診所,中醫一般診所,臺中市豐原區南陽路398號,False,120.72474600000001,24.246872
464,健益中醫診所,私立中醫診所,中醫一般診所,臺中市豐原區水源路623號,False,120.7282455,24.254856699999998
465,詹中醫診所,私立中醫診所,中醫一般診所,臺中市豐原區惠陽街7號1樓,False,120.7225892,24.248888299999997
466,全德中醫診所,私立中醫診所,中醫一般診所,臺中市豐原區南陽路267號,False,120.72756740000001,24.2447591
467,德昌中醫診所,私立中醫診所,中醫一般診所,臺中市豐原區中正路872號,False,120.700611,24.2493253
468,德純中醫診所,私立中醫診所,中醫一般診所,臺中市豐原區成功路185號,False,120.7090743,24.245216700000007
469,順智謜中醫診所,私立中醫診所,中醫一般診所,臺中市豐原區自立街123號,False,120.72365889999999,24.250659299999995
470,祥發中醫診所,私立中醫診所,中醫一般診所,臺中市豐原區中正路502號,False,120.7086631,24.2505578
471,金生中醫診所,私立中醫診所,中醫一般診所,臺中市豐原區博愛街304號,False,120.7153919,24.245935199999998
472,健福中醫診所,私立中醫診所,中醫一般診所,臺中市豐原區中正路三三六號,True,120.7134429,24.251197400000002
473,德恩堂中醫診所,私立中醫診所,中醫一般診所,臺中市豐原區中正路431號1樓,False,120.71219649999999,24.250578800000003
474,慧光中醫診所,私立中醫診所,中醫一般診所,臺中市豐原區水源路一九九號,True,120.73997250000001,24.255656600000002
475,銧明中醫診所,私立中醫診所,中醫一般診所,臺中市豐原區水源路二二三號,True,120.73942829999999,24.2556942
476,吉慶中醫診所,私立中醫診所,中醫一般診所,宜蘭縣冬山鄉群英村義成路三段552號,False,121.7687027,24.668899000000003
477,同濟中醫診所,私立中醫診所,中醫一般診所,宜蘭縣五結鄉五結村中興路2段60號,False,121.7844663,24.691124100000003
478,益生中醫診所,私立中醫診所,中醫一般診所,宜蘭縣五結鄉五結中路二段22號,False,121.79794869999999,24.6853616
479,星現代中醫診所,私立中醫診所,中醫一般診所,宜蘭縣三星鄉三星路五段180號,False,121.649571,24.6658461
480,吳家熙中醫診所,私立中醫診所,中醫一般診所,苗栗縣苗栗市大同里6鄰中山路814號,False,120.8166396,24.5545789
481,錦昌中醫診所,私立中醫診所,中醫一般診所,苗栗縣苗栗市大同路124號,False,120.8152413,24.551884400000002
482,郭豐演中醫診所,私立中醫診所,中醫一般診所,苗栗縣苗栗市府前路81號,False,120.8196078,24.561685500000003
483,大德中醫診所,私立中醫診所,中醫一般診所,苗栗縣苗栗市北苗里8鄰橫車路85號,False,120.8191163,24.572373100000004
484,京鼎中醫聯合診所,私立中醫診所,中醫一般診所,苗栗縣苗栗市中山路六六二號,True,120.81847499999999,24.556508
485,國寶堂中醫診所,私立中醫診所,中醫一般診所,新北市林口區文化二路二段159號1樓,False,121.3800974,25.0837854
486,九如中醫診所,私立中醫診所,中醫診所,新北市八里區中華路2段582號1樓,False,121.3980942,25.144485399999997
487,天寶堂中醫診所,私立中醫診所,中醫一般診所,新北市萬里區瑪鍊路112號,False,121.6887455,25.177437299999998
488,正錦中醫診所,私立中醫診所,中醫一般診所,桃園市桃園區民生路616號1樓,False,121.30978479999997,25.002032099999997
489,仁愛中醫診所,私立中醫診所,中醫診所,桃園市桃園區中山路28號1樓,False,121.31233040000001,24.995322899999994
490,永春堂中醫診所,私立中醫診所,中醫一般診所,桃園市桃園區文化街77號1樓,False,121.30681890000001,24.9913621
491,銀堂中醫診所,私立中醫診所,中醫一般診所,桃園市桃園區力行路26號1-2樓,False,121.30458429999999,25.003083900000004
492,國元中醫診所,私立中醫診所,中醫專科診所,桃園市桃園區慈文路197號1樓,False,121.3033289,25.007716799999994
493,李府恩中醫診所,私立中醫診所,中醫一般診所,桃園市桃園區中山路621號1樓,False,121.2940146,24.990972300000003
494,陳錦川中醫診所,私立中醫診所,中醫診所,桃園市桃園區長沙街38號1樓,False,121.30757770000001,24.9809982
495,陽明中醫診所,私立中醫診所,中醫診所,桃園市桃園區鎮撫街50號1樓,False,121.31480789999999,24.9980864
496,曾中醫診所,私立中醫診所,中醫一般診所,桃園市桃園區永樂街110號1樓,False,121.3103512,24.998116599999996
497,易元堂中醫診所,私立中醫診所,中醫一般診所,新北市土城區學府路1段107號1、2樓,False,121.45579900000001,24.9875012
498,弘祐中醫診所,私立中醫診所,中醫診所,新北市土城區中央路4段113號1樓,False,121.4166463,24.957697799999995
499,培元中醫診所,私立中醫診所,中醫一般診所,新北市蘆洲區中山二路69號,False,121.47345809999999,25.081917
500,一品堂中醫診所,私立中醫診所,中醫一般診所,新北市蘆洲區中正路118號,False,121.46942139999999,25.0848691
501,同仁堂中醫診所,私立中醫診所,中醫一般診所,新北市蘆洲區信義路297、299號,False,121.47850190000001,25.085984999999997
502,康源中醫診所,私立中醫診所,中醫一般診所,新北市永和區得和路351號,False,121.5242242,24.999536
503,俊發中醫診所,私立中醫診所,中醫一般診所,新北市永和區復興街31號,False,121.51630499999999,25.013154999999998
504,竹林堂中醫診所,私立中醫診所,中醫一般診所,新北市永和區永和路二段249號,False,121.5157369,25.015141399999997
505,竹安堂中醫診所,私立中醫診所,中醫一般診所,新北市永和區永亨路7號,False,121.51932569999998,25.005841500000002
506,上海堂中醫診所,私立中醫診所,中醫一般診所,新北市永和區永貞路218號,False,121.5151863,25.0040446
507,獻寶中醫診所,私立中醫診所,中醫一般診所,新北市永和區福和路三六二號,True,121.51463079999999,25.0076496
508,合元中醫診所,私立中醫診所,中醫一般診所,新北市永和區民權路8號,False,121.5201613,24.999644999999997
509,利源中醫診所,私立中醫診所,中醫一般診所,新北市永和區竹林路179巷1號1樓,False,121.52082730000001,25.009980199999994
510,永豐中醫診所,私立中醫診所,中醫一般診所,新北市永和區永平路146號,False,121.51146080000001,25.008591
511,葉圳松中醫診所,私立中醫診所,中醫一般診所,新北市永和區中和路343號12樓、12樓之2,False,121.50785069999998,24.999782399999994
512,華興中醫診所,私立中醫診所,中醫一般診所,新北市永和區成功路二段90號,False,121.52650790000001,24.998607099999997
513,秀朗中醫診所,私立中醫診所,中醫一般診所,新北市永和區民權路二四號,True,121.52012239999999,24.9992989
514,永昇中醫診所,私立中醫診所,中醫一般診所,新北市三重區中寮街20號之5,False,121.4923456,25.0595107
515,國嘉中醫診所,私立中醫診所,中醫一般診所,新北市三重區三光街3號1樓,False,121.48507649999999,25.060971
516,陳逸德中醫診所,私立中醫診所,中醫一般診所,新北市三重區中央南路2號,False,121.5013189,25.063168599999997
517,集美中醫診所,私立中醫診所,中醫一般診所,新北市三重區集美街47號,False,121.48769560000001,25.0553612
518,黃修傑中醫診所,私立中醫診所,中醫一般診所,臺南市東區崇德里崇德路518號,False,120.22733199999999,22.973336999999997
519,崇德中醫診所,私立中醫診所,中醫一般診所,臺南市東區崇文里崇德17街71號,False,120.2292011,22.969253600000002
520,天仁中醫診所,私立中醫診所,中醫一般診所,臺南市東區復興里富農街1段230號,False,120.23518430000001,22.9828109
521,鴻安中醫診所,私立中醫診所,中醫一般診所,臺南市東區崇成里崇德路606號1樓,False,120.22737529999999,22.9709882
522,天一中醫聯合診所,私立中醫診所,中醫一般診所,臺南市東區崇信里東門路二段332之2號1樓,False,120.22649990000001,22.983082800000002
523,聖達中醫診所,私立中醫診所,中醫一般診所,臺南市東區後甲里建東街34號1樓,False,120.23716239999999,22.98999
524,馮榮陞中醫診所,私立中醫診所,中醫一般診所,臺南市東區崇誨里林森路2段214號1樓,False,120.2243274,22.990144800000007
525,吉泰中醫診所,私立中醫診所,中醫一般診所,臺南市東區崇德里崇明路443號,False,120.2244305,22.973319000000004
526,高瑭中醫診所,私立中醫診所,中醫一般診所,臺南市東區路東里大同路2段89號,False,120.21335750000001,22.9789245
527,觀音中醫診所,私立中醫診所,中醫一般診所,臺南市東區虎尾里東門路3段205號1樓,False,120.23492720000002,22.977245099999998
528,永豪中醫診所,私立中醫診所,中醫一般診所,臺南市東區自強里富農街1段191巷4號,False,120.2347234,22.982937199999995
529,奇德中醫診所,私立中醫診所,中醫一般診所,臺南市東區崇成里崇德路633號,False,120.22762329999999,22.971038099999998
530,菩心中醫診所,私立中醫診所,中醫一般診所,臺中市北屯區和祥街十三號一樓,True,120.7273334,24.177085099999996
531,保生中醫診所,私立中醫診所,中醫一般診所,臺中市北屯區國校巷20號,False,120.690972,24.1652915
532,聖惠中醫診所,私立中醫診所,中醫一般診所,臺中市北屯區崇德二路一段二六○號,False,120.68532834999999,24.176930899999995
533,有慈氏中醫診所,私立中醫診所,中醫一般診所,臺中市北屯區松竹路二段362之1、362之2號1樓,False,120.69011534999999,24.1827961
534,同濟中醫聯合診所,私立中醫診所,中醫一般診所,臺中市北屯區中清路二段46號、48號1樓、2樓,False,120.67136169999999,24.174716200000002
535,安泰中醫診所,私立中醫診所,中醫一般診所,臺中市北屯區昌平路一段105之10號1樓,False,120.69048459999999,24.173424200000003
536,慶和中醫診所,私立中醫診所,中醫一般診所,臺中市北屯區北屯路232之2號1樓,False,120.69742269999999,24.169358799999998
537,大眾中醫診所,私立中醫診所,中醫一般診所,臺中市北屯區昌平路二段一之一號一樓,True,120.68499084999999,24.187823549999997
538,康然中醫診所,私立中醫診所,中醫一般診所,臺中市北屯區安順東十街56號1樓,False,120.6920649,24.175322
539,松鶴二仙堂中醫診所,私立中醫診所,中醫一般診所,臺中市北屯區中清路二段623號1樓,False,120.66500669999998,24.1836611
540,大翰中醫診所,私立中醫診所,中醫一般診所,臺中市北屯區松竹五路二段_332號1樓,False,120.71365399999999,24.179931099999997
541,彭千芸中醫診所,私立中醫診所,中醫一般診所,苗栗縣苗栗市天雲街17號,False,120.81669459999999,24.5521563
542,保生堂中醫診所,私立中醫診所,中醫一般診所,苗栗縣苗栗市大同路130號,False,120.81524509999998,24.5516459
543,梧桐中醫診所,私立中醫診所,中醫診所,苗栗縣苗栗市建功里6鄰中山路183號1樓,False,120.81942205,24.560387150000004
544,昆賢中醫診所,私立中醫診所,中醫一般診所,苗栗縣苗栗市為公路81號1樓,False,120.82475699999999,24.570369
545,一品堂中醫診所,私立中醫診所,中醫一般診所,苗栗縣苑裡鎮信義路48號1樓,False,120.65466570000001,24.441872
546,荃春中醫診所,私立中醫診所,中醫一般診所,苗栗縣苑裡鎮客庄里客庄95-1號1樓,False,120.65576809999999,24.436010500000002
547,漢昌中醫診所,私立中醫診所,中醫診所,苗栗縣苑裡鎮苑南里3鄰建國路31之7號1樓,False,120.65496060000001,24.4433611
548,賢明中醫診所,私立中醫診所,中醫診所,苗栗縣通霄鎮中正路32號1樓,False,120.68136799999999,24.4902606
549,鴻仁中醫診所,私立中醫診所,中醫一般診所,苗栗縣竹南鎮環市路一段一八九號,True,120.8743969,24.6819557
550,漢林中醫診所,私立中醫診所,中醫一般診所,苗栗縣竹南鎮博愛街202號,False,120.8741744,24.6872216
551,全安堂中醫診所,私立中醫診所,中醫一般診所,苗栗縣竹南鎮立達街81號1樓,False,120.8777237,24.690015599999995
552,大新中醫診所,私立中醫診所,中醫一般診所,宜蘭縣礁溪鄉中山路一段203號,False,121.770962,24.8216996
553,光明中醫診所,私立中醫診所,中醫診所,新竹縣竹北市復興三路二段70號2樓,False,121.0351953,24.8088677
554,喜悅中醫診所,私立中醫診所,中醫診所,新竹縣竹北市勝利五路225號1樓,False,121.02973569999999,24.8231093
555,仁安中醫診所,私立中醫診所,中醫一般診所,新竹縣湖口鄉湖鏡村湖口老街二五七號,True,121.05831679999999,24.8777537
556,范中醫診所,私立中醫診所,中醫一般診所,新竹縣湖口鄉達生路80號,False,121.04702549999999,24.9030899
557,信華中醫診所,私立中醫診所,中醫一般診所,新竹縣湖口鄉中民街15號1樓,False,121.04645980000001,24.905756699999998
558,毅安中醫診所,私立中醫診所,中醫一般診所,新竹縣湖口鄉成功路一七五號,True,121.04273230000001,24.903620899999996
559,盧廷圳中醫診所,私立中醫診所,中醫一般診所,新竹縣湖口鄉忠孝路26號,False,121.046222,24.900493899999997
560,秀輝中醫診所,私立中醫診所,中醫一般診所,新竹縣湖口鄉達生路52號,False,121.04636830000001,24.9034117
561,長安中醫診所,私立中醫診所,中醫一般診所,新竹縣新豐鄉新興路237號,False,120.99659869999999,24.870224500000003
562,均安中醫診所,私立中醫診所,中醫一般診所,新竹縣新豐鄉泰安街82號,False,120.9936823,24.870611099999994
563,上上中醫診所,私立中醫診所,中醫診所,新竹縣新豐鄉建興路一段74號1樓,False,120.99536189999999,24.8713834
564,劉仁貴中醫診所,私立中醫診所,中醫一般診所,新竹縣芎林鄉文山路620號,False,121.07649109999998,24.779420099999996
565,六安堂中醫診所,私立中醫診所,中醫一般診所,宜蘭縣宜蘭市光復路23號,False,121.75640849999999,24.754865499999998
566,慶安中醫診所,私立中醫診所,中醫一般診所,宜蘭縣宜蘭市和睦路70號,False,121.7576964,24.757389199999995
567,林鴻飛中醫診所,私立中醫診所,中醫一般診所,宜蘭縣宜蘭市延平路38-45號,False,121.7662951,24.7557543
568,德安中醫診所,私立中醫診所,中醫一般診所,宜蘭縣宜蘭市復興路49號,False,121.75456539999999,24.7497422
569,勝原堂中醫診所,私立中醫診所,中醫一般診所,新北市蘆洲區信義路246號之5__246號之6__1樓,False,121.47858889999999,25.086274200000002
570,新立中醫診所,私立中醫診所,中醫一般診所,新北市蘆洲區中山二路四十六巷十三號,True,121.4743687,25.0823598
571,大春中醫診所,私立中醫診所,中醫一般診所,新北市蘆洲區中正路1號1樓,False,121.4715867,25.0815976
572,同慶堂中醫診所,私立中醫診所,中醫一般診所,新北市蘆洲區長安街295號1樓,False,121.45803910000001,25.0847547
573,得康中醫診所,私立中醫診所,中醫診所,新北市蘆洲區中原路41號1樓,False,121.45960540000002,25.082347499999997
574,信義中醫診所,私立中醫診所,中醫診所,新北市蘆洲區信義路261號,False,121.4789323,25.084768999999998
575,周中醫診所,私立中醫診所,中醫一般診所,新北市五股區成泰路二段182號,False,121.4386177,25.0845243
576,廣緣堂中醫診所,私立中醫診所,中醫診所,新北市汐止區明峰街132號,False,121.6298128,25.0710034
577,吉德中醫診所,私立中醫診所,中醫一般診所,新北市土城區土城市延吉街168巷3號,False,121.4682218,24.985476300000002
578,延和中醫診所,私立中醫診所,中醫一般診所,新北市土城區延和路127號1樓、125巷2號1樓、125巷4號1樓,False,121.4687182,24.9905282
579,忠孝龍安中醫診所,私立中醫診所,中醫一般診所,新北市三重區忠孝路二段五十三號,True,121.48520899999998,25.070867900000003
580,龍安中醫診所,私立中醫診所,中醫一般診所,新北市三重區仁愛街680號1樓,False,121.48162400000001,25.080161300000004
581,益成中醫診所,私立中醫診所,中醫一般診所,新北市三重區三和路二段77號,False,121.50009419999998,25.068181199999998
582,保安堂中醫診所,私立中醫診所,中醫一般診所,新北市三重區正義北路四七.四九號一.二樓,True,null,null
583,裕芳中醫診所,私立中醫診所,中醫一般診所,新北市板橋區貴興路三十八號,True,121.45725660000001,25.0035834
584,仁心中醫診所,私立中醫診所,中醫一般診所,新北市板橋區北門街42-3號1、2樓,False,121.45700169999999,25.011176400000004
585,明德中醫診所,私立中醫診所,中醫一般診所,新北市板橋區莒光路78巷4號(1樓),False,121.4713713,25.023820999999998
586,回春中醫診所,私立中醫診所,中醫一般診所,新北市板橋區國光路17號1樓,False,121.4567611,25.017547
587,華康中醫診所,私立中醫診所,中醫一般診所,新北市板橋區陽明街80號,False,121.46455800000001,25.022812000000002
588,榮德中醫診所,私立中醫診所,中醫一般診所,新北市板橋區懷德街131號,False,121.47928879999999,25.0305292
589,鴻仁中醫診所,私立中醫診所,中醫一般診所,新北市板橋區三民路2段136之2號1樓,False,121.47894000000001,25.016420999999998
590,醫龍中醫診所,私立中醫診所,中醫診所,臺中市西屯區上安路132號1樓,False,120.64004549999999,24.1713311
591,永禾堂中醫診所,私立中醫診所,中醫診所,臺中市西屯區中清西二街125號1樓,False,120.665052,24.175622999999998
592,昀闛中醫診所,私立中醫診所,中醫診所,臺中市西屯區永福路37號1樓,False,120.6196862,24.1826795
593,存仁堂中醫診所,私立中醫診所,中醫診所,臺中市西屯區逢甲路214號1樓,False,120.64015719999998,24.175755100000003
594,景泰中醫診所,私立中醫診所,中醫專科診所,臺中市南屯區南屯路二段700號,False,120.63927819999999,24.1392427
595,龍生堂中醫診所,私立中醫診所,中醫一般診所,臺中市南屯區南屯路二段627號,False,120.63787789999998,24.1398659
596,楊中醫診所,私立中醫診所,中醫一般診所,臺中市南屯區南屯路二段115號,False,120.65202039999998,24.135881299999998
597,黎明中醫診所,私立中醫診所,中醫一般診所,臺中市南屯區京展街二二○號,False,120.6738058,24.144185549999996
598,仰德中醫診所,私立中醫診所,中醫一般診所,臺中市南屯區大墩四街三三二號一樓,True,120.6458432,24.141121899999998
599,白旭容中醫診所,私立中醫診所,中醫一般診所,臺中市南屯區永春東路872號1樓,False,120.640745,24.13517
600,明德中醫聯合診所,私立中醫診所,中醫一般診所,臺中市南屯區黎明路一段1150、1152號,False,120.63029155,24.15705215
601,鴻安中醫診所,私立中醫診所,中醫一般診所,臺中市南屯區干城街291號1樓,False,120.63392069999999,24.152541899999996
602,漢昇中醫診所,私立中醫診所,中醫一般診所,臺中市南屯區忠勇路27之3、27之4號1Ｆ,False,120.61225399999998,24.137865100000003
603,順源堂中醫診所,私立中醫診所,中醫一般診所,臺中市南屯區黎明路二段450號1Ｆ,False,120.63521119999999,24.152233399999997
604,維信華信聯合門診華信中醫診所,私立中醫診所,中醫一般診所,臺中市南屯區大墩路四七一號二樓,True,120.64963699999998,24.147554000000003
605,呂祐吉中醫診所,私立中醫診所,中醫一般診所,臺中市南屯區大業路197號1Ｆ,False,120.65033699999998,24.15335
606,葉慧昌中醫診所,私立中醫診所,中醫一般診所,臺中市南屯區精誠路532號一樓,False,120.6549172,24.142253200000003
607,臻品聯合診所臻品中醫診所,私立中醫診所,中醫一般診所,臺中市南屯區東興路二段341號1樓,False,120.65284930000001,24.144490299999998
608,青芙杰中醫診所,私立中醫診所,中醫一般診所,臺中市南屯區惠中路3段363號1樓,False,120.64088339999999,24.1427504
609,雍昌中醫診所,私立中醫診所,中醫一般診所,臺中市西屯區西屯路二段295－5號,False,120.64430820000001,24.187757849999997
610,新仁安中醫診所,私立中醫診所,中醫一般診所,臺中市西屯區臺灣大道四段808號,False,120.62011899999999,24.1810809
611,永春堂中醫診所,私立中醫診所,中醫一般診所,臺中市西屯區安和路41號,False,120.6192367,24.1626174
612,廣生堂中醫診所,私立中醫診所,中醫一般診所,臺中市西屯區大墩路934號,False,120.65126839999999,24.1575784
613,文心中醫診所,私立中醫診所,中醫一般診所,臺中市西屯區逢甲路124號一樓,False,120.6432526,24.178604200000002
614,景新中醫診所,私立中醫診所,中醫一般診所,臺中市西屯區福科路四七三、四七五號一、二樓,True,120.62144119999999,24.18407535
615,博愛中醫診所,私立中醫診所,中醫一般診所,臺中市西屯區漢口路二段107號1Ｆ,False,120.660816,24.164949999999997
616,六順中醫診所,私立中醫診所,中醫一般診所,宜蘭縣宜蘭市宜興路一段55號,False,121.7553994,24.7497081
617,仁濟中醫聯合診所,私立中醫診所,中醫一般診所,宜蘭縣宜蘭市文昌路147之1號,False,121.7487654,24.758165700000003
618,慶餘堂中醫診所,私立中醫診所,中醫一般診所,宜蘭縣宜蘭市康樂路5號,False,121.75741079999997,24.7555556
619,成春中醫診所,私立中醫診所,中醫一般診所,宜蘭縣宜蘭市康樂路九十號,True,121.7546763,24.756229299999998
620,國泰中醫診所,私立中醫診所,中醫診所,宜蘭縣宜蘭市農權路三段10號,False,121.74295529999998,24.748768199999997
621,新南大中醫診所,私立中醫診所,中醫診所,宜蘭縣宜蘭市宜興路一段89、91號1樓,False,121.75590899999999,24.7508651
622,羅國鶴中醫診所,私立中醫診所,中醫一般診所,宜蘭縣羅東鎮維揚路188號,False,121.7580324,24.672130799999998
623,現代中醫診所,私立中醫診所,中醫一般診所,宜蘭縣羅東鎮公正路405號,False,121.7599839,24.6804639
624,佳恩中醫診所,私立中醫診所,中醫一般診所,宜蘭縣羅東鎮中華路70號,False,121.7672087,24.678642099999998
625,同仁堂中醫聯合診所,私立中醫診所,中醫一般診所,宜蘭縣羅東鎮天津路60號,False,121.77031359999998,24.6805324
626,羅東仁濟中醫聯合診所,私立中醫診所,中醫一般診所,宜蘭縣羅東鎮興東南路1號,False,121.77180910000001,24.668708199999998
627,羅東南大中醫診所,私立中醫診所,中醫一般診所,宜蘭縣羅東鎮中山路三段438號,False,121.76533979999998,24.6747928
628,養生堂中醫診所,私立中醫診所,中醫一般診所,宜蘭縣羅東鎮林森路101號,False,121.76865099999999,24.6796749
629,一生中醫診所,私立中醫診所,中醫一般診所,宜蘭縣羅東鎮光榮路328號,False,121.77796230000001,24.6782979
630,存仁堂中醫診所,私立中醫診所,中醫診所,宜蘭縣羅東鎮倉前路36、38號,False,121.770166,24.680872899999994
631,怡得心中醫診所,私立中醫診所,中醫診所,宜蘭縣羅東鎮中山路四段262號,False,121.75840149999999,24.673158899999994
632,世揚中醫診所,私立中醫診所,中醫一般診所,宜蘭縣蘇澳鎮蘇西里中山路113號,False,121.8496602,24.5958938
633,陳春光中醫診所,私立中醫診所,中醫一般診所,宜蘭縣頭城鎮吉祥路九十號,True,121.820644,24.856927999999996
